,Restaurant_id,Name,Locality,Address,City,Latitude,Longitude,Zip Code,Cuisines,Price Range,Average Cost for two,User Rating,Rating Text,Votes,all_reviews_count
87,16571958,Napier Hotel,Fitzroy,"210 Napier Street, Fitzroy, Melbourne",Melbourne,-37.8017882308,144.9802905321,3065,"Pub Food, Modern Australian",3,80,4.6,Excellent,1007,252
88,16576707,Sumalee,Bentleigh,"260 Centre Road, Bentleigh, Melbourne",Melbourne,-37.9176467349,145.0309631601,3204,Thai,3,60,4.6,Excellent,508,190
89,16581751,O.MY,Beaconsfield,"19 Woods Street, Beaconsfield, Melbourne",Melbourne,-38.0462338720,145.3674747795,3807,Australian,4,300,4.6,Excellent,346,177
90,16571138,City Wine Shop,CBD,"159 Spring Street, CBD, Melbourne",Melbourne,-37.8109287772,144.9727196619,3000,European,3,80,4.6,Excellent,556,155
91,16573491,Demitri's Feast,Richmond,"141 Swan Street, Richmond, Melbourne, VIC",Melbourne,-37.8253988626,144.9959512800,3121,"Greek, Grill",3,55,4.6,Excellent,650,185
92,16580639,Yokoso Izakaya,Moonee Ponds,"702 Mount Alexander Road, Moonee Ponds, Melbourne, VIC",Melbourne,-37.7685367301,144.9254661799,3039,"Japanese, Sushi",3,80,4.6,Excellent,511,169
93,16578238,The Moor's Head,Thornbury,"Rear 774 High Street, Thornbury, Melbourne",Melbourne,-37.7548170889,145.0017884374,3071,"Middle Eastern, Pizza",3,90,4.6,Excellent,607,176
94,16572722,Sette Bello,Glen Waverley,"540 Springvale Road, Glen Waverley, Melbourne",Melbourne,-37.9020405141,145.1623230055,3150,Italian,4,150,4.6,Excellent,621,249
95,16575224,Khao San Road,Moonee Ponds,"696 Mount Alexander Road, Moonee Ponds, Melbourne, VIC",Melbourne,-37.7686936294,144.9255268648,3039,Thai,3,90,4.6,Excellent,586,216
96,16571200,Da Noi,South Yarra,"95 Toorak Road, South Yarra, Melbourne",Melbourne,-37.8386687798,144.9896447361,3141,"Italian, Mediterranean",4,120,4.6,Excellent,500,165
97,19245843,Lanzhou Beef Noodle Bar,"Chadstone Shopping Centre, Chadstone","Chadstone Shopping Centre, Ground Level, Shop F021, 1341 Dandenong Road, Chadstone, Melbourne",Melbourne,-37.8873994489,145.0839448348,,"Chinese, Fast Food",2,40,4.6,Excellent,1108,934
98,18756821,Lanzhou Beef Noodle Bar,"The Glen, Glen Waverley","The Glen, Ground Floor, G050, 235 Springvale Rd, Glen Waverley",Melbourne,-37.8746339972,145.1660425589,3150,"Chinese, Fast Food",2,40,4.6,Excellent,1461,1053
99,16582254,Afghan Rahimi Restaurant,Dandenong,"23-29 Walker Street,   Dandenong, Dandenong, Melbourne",Melbourne,-37.9882064699,145.2118171379,3175,"Middle Eastern, Afghan",3,80,4.6,Excellent,450,293
